"id","place_id","name","address","phone_number","latitude","longitude","first_photo_url","map_url","website","uploadDate","image","writer","category_id"
"247","ChIJ49KhFCp24zARCtszzk3ox7I","ออโรร่า รีสอร์ท กาญจนบุรี","ตำบล ลาดหญ้า อำเภอเมืองกาญจนบุรี กาญจนบุรี 71190 ประเทศไทย","090 908 5463","14.0796868","99.4179297","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZOsXrhvtOK6qkDl9wzLWOFnjxwqwb8XNhIILQd_NNRqNaMmGn3NSB1Y48qWf7WJ2C9FwNVV1AoOz_1ubcSW2bTa4f_knIrwxq2Sl5qTjsyQCe_ABaEk5ZH-cVyp4ihmRSpAWeHZuWJsgUVpCg020ofpbdJ0E1v8nw3tWJ0k8Yw2Q-j&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=ออโรร่า รีสอร์ท กาญจนบุรี","http://www.auroraresort.com/kanchanaburi/","2024-03-21","ไม่มีข้อมูล","admin","3"
"248","ChIJmQkahaCB4zARaDzjZn5v9ok","กอดอุ่น รีสอร์ท","5787+9RM Unnamed Road ตำบล วังด้ง อำเภอเมืองกาญจนบุรี กาญจนบุรี 71190 ประเทศไทย","082 755 2222","14.1659694","99.2645491","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbG6sQHwB7HazihVK13dyvJWoVAlDI84_Zhn_OGNA9iHoFdUJg0Q_pYpRFlPenJtRMK4PnQoX0hYcTYIJGNk-z60BfD0AbkHcE1ELsFkyDbEEa0TP5TlCRXukEkLwxloREoh6uJsEnMg9s-GgmGaU0XQj_cw_5CcYSRrBf7kbnXgsvX&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=กอดอุ่น รีสอร์ท","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"249","ChIJF7kcOYh74zARNl91WPxTIuU","Tayan Resort & spa","X7JH+VWJ ตำบล สิงห์ อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000 ประเทศไทย","096 060 6058","13.982219","99.279771","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbXA5qqpXAqlglDzZkcWjYs3XDG_PEXaJp-7nvobh5a9oRQOK_YCWhqcEmvsHOVUI45-sG04oXR_Sd03K9GJsAV0vdnWSTQq3or2Im6aUH7k-XwDAvrYnJXe8B4yUVraFAlosExU3IE5QuzGpnBk2ZfRXg3uu5DbXgzEH0J1upK8RW0&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=Tayan Resort & spa","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"250","ChIJG4J4KQB14zARuAVAtNWToas","หาดทรายสวยรีสอร์ท แอนด์โฮมสเตย์","72/3 ถนน หมู่ 4 ตำบล ท่ามะขาม เมือง กาญจนบุรี 71000 ประเทศไทย","081 942 4418","14.0353846","99.5105386","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbCOp2mbNUeiSxzOfbKis_l-zIyD6Vqzuz9rjpjb4ZaLGc5Ju1fJ8ZwYN0rogDBO8WPkyIvr6HoK4Sl4eKM4FQ0RpwZpo8mX41BnNP4jqXMOioyS5d95Xi2pWsXV_dr3YfiSEYalBfXAIPty1xbqYxdlxRTwIZDPmj9Nz9AmzDXpdlJ&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=หาดทรายสวยรีสอร์ท แอนด์โฮมสเตย์","http://facebook.com/HadThraySwyRisxrth/","2024-03-21","ไม่มีข้อมูล","admin","3"
"251","ChIJEbbXRzB25DARH5tZ8cxZ_MA","ริเวอร์ ฮิลล์ ไซด์ รีสอร์ท","85XG+XR7 ตำบล ท่ากระดาน อำเภอศรีสวัสดิ์ กาญจนบุรี 71250 ประเทศไทย","081 931 5427","14.3499182","99.177048","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbmbTDB14jfBEJPh8WVVX1Q8FpzchTRDlEAP9H8rhhOsWkJidSTQuiMHwlPwvPTl9jG8ojW79rogmep7qSMMux30q56_Ev2fyV6GtRLKQjeUDQTZUrf3nI_Evg3Tqq1HhhPuUMQ4S85SaLgTf0UnhGKQoKPPT6etwauOiCjpyjn5ak&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=ริเวอร์ ฮิลล์ ไซด์ รีสอร์ท","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"252","ChIJYc2uSGx24zARF-0IRt_OtW8","AP GRAND RESORT","ตำบล หนองบัว อำเภอเมืองกาญจนบุรี กาญจนบุรี 71190 ประเทศไทย","089 426 8888","14.0736058","99.442258","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZAVlcHBm4dnAEk-VPKxHd2wB8l5xlany_R3Bf7TUmHLjdnsMHVEIScBKUWQkW8IaOjSvuyqdDw-m3OtpaiqswBGLMpJP-mhii5s8W5RPE10r7uhZFrG5k_W5kBL2GRgowuxIt-XS57YEY8iV2mEGx1SttYcU2xuLZXVSubF-NBqimU&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=AP GRAND RESORT","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"253","ChIJZ_ecOdxx4zARgcmcB9E0Ses","เดอะเลกาซี ริเวอร์แคว รีสอร์ท","129, หมู่ที่ 2, ตำบล กลอนโด อำเภอ ด่านมะขามเตี้ย กาญจนบุรี 71260 ประเทศไทย","063 875 5381","13.9251839","99.4298309","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJb11BWJRILOdXKbqvkcp4XSqOW-0Id_aCyZSTUgTpR6-VG3YDCS3WcFxJV2IJ4d22QtPCKmfuqWCim55kwMMatyl2MC8EQ0o4cv5j7GjjiGexN-BmS2QZvcPXAIJLS8GzQTkLN4Rq-dUbE8Tki-YDvBsX_6WIkWk0L-aLKA9u9-aiiz&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=เดอะเลกาซี ริเวอร์แคว รีสอร์ท","https://lin.ee/1s5N9T5","2024-03-21","ไม่มีข้อมูล","admin","3"
"254","ChIJN4RgFCqd4zARebUDkriiSy4","Namaskan Farmstay - นมัสกาญจน์ ฟาร์มสเตย์","345 ตำบล วังด้ง เมือง กาญจนบุรี 71190 ประเทศไทย","095 639 6649","14.1258991","99.3710719","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZqVm7HVUjKHQQEKgCybV41l2GPnBjETqbLv9DXfvg4Ar0NkN37BzPStfFKJRMBR_j2nFtgEbSKlwmMSsK2bv6flS2BS2vgLaSexHX1NBSYfdhE9W60Dh2gWZs8iiwUmUWU7BPY_VMvJsE5FXH-egLCeMHgpHDUTrYuWuV-hHiwyROW&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=Namaskan Farmstay - นมัสกาญจน์ ฟาร์มสเตย์","https://www.facebook.com/Namaskanfarmstay","2024-03-21","ไม่มีข้อมูล","admin","3"
"255","ChIJ_bTfs5aB5DARyn35_PUrG7w","Phuphavaree by Tahug, Sai Yok","55 ตำบล ลุ่มสุ่ม อำเภอไทรโยค กาญจนบุรี 71150 ประเทศไทย","087 508 1714","14.0950625","99.1681875","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZs-UOr_mCSOvHLMmXTxUuSSEuHrPEz5T5mjRYlLI5BK88CQLQZyq-3QfjLvxcsbA1O2uWPrhdlogddBhIGNPe8IYIV8bMEHBxBLWfcQnluOxU25YTSpW7lA622SJxvVo5Bt9LyV1Wt6gMFd4qKt45vZgrcEgVuIc6_fMMFrc5ISxyx&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=Phuphavaree by Tahug, Sai Yok","https://tahug.bed-booking.com/","2024-03-21","ไม่มีข้อมูล","admin","3"
"256","ChIJD7HvJf504zARCMhzEFg2h5U","Sugarcane guesthouse1ชูการ์เคน เกสต์เฮาส์ 1","22 Pakistan Rd, ตำบล ท่ามะขาม เมือง, กาญจนบุรี 71000 ประเทศไทย","034 511 700","14.0328728","99.5195401","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJYzATPJm-lu4Ei0Ga9KgdOJeIvwdihT3UTUD2KDpnWdLfnz9_vnFKjVuVt4gJwlG9oPa93wNBLQl59pzrpKlN32iA168AClV_BNIumAp4cDFLHbm5j0llnvCKVqi2r-YrcFweQplK_7JeBeN5EI5D4pewhZsDGydW1U3y-wa0LwomN0&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=Sugarcane guesthouse1ชูการ์เคน เกสต์เฮาส์ 1","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"257","ChIJbT0PtkR04zARlbAS7YXon30","DuenShine Resort","99/9 Moo 3, Thamakam, Muang, Kanchanaburi 71000 ประเทศไทย","081 736 0044","14.036676","99.489123","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZxOCwsva4NX4V6sQXp32lUVHS_u125JUboPPI_7QMLu52qHvHBILRYj8M-kqzdo6PEC_1rxbJs-cUYCptBfe-eP-CzzobJW_sxlV1R99Gc5c57LTeQMMtB_X238Ze0F8Iu-Swxz4Enw4xCi3HZWBkCphB96pmxEGaswpJH-JyxoRI2&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=DuenShine Resort","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"258","ChIJ3ymnFm934zARg739imzTk1U","Ratmanee House","185 3, ตำบล ลาดหญ้า อำเภอเมืองกาญจนบุรี กาญจนบุรี 71190 ประเทศไทย","089 925 5454","14.0880459","99.4166992","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbswVkWWqPUgcmQ_pQ2GZ6DLVac7ofnQk205tVBNO8K3nmG7tHRsWFkpLSauLfd9xRHGafcoHScDsIXzSqyyr2dY97ZGyVDi86DdPinBJCX8aAuwHTM9PoUo8r2VtWPLOzrOpTw5oj3W8i8dhU41MTQqkmqLMmU1Ha9A1DqzIKYg328&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=Ratmanee House","https://www.facebook.com/ratmaneehouse","2024-03-21","ไม่มีข้อมูล","admin","3"
"259","ChIJc09rdep04zARPo1UEiP2O-Y","The Nine Bed & Restaurant","28 3 ถ. แม่น้ำแคว ตำบล บ้านใต้ อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000 ประเทศไทย","062 246 1463","14.0325909","99.5230674","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJY86sY6VKGdyz-A-76csZA5Uct7JJsF27vnKTsVmm7p3g0KXMh1O6ksXYjqggezgOBtk8wUfnF41b0mvC2SPGiHIjTeQns4p3bJEy8kaHbUIGms2HJKCCI0BwnavfNSpVP_JVvnomhyr8IMpeNdxcYdejqxG7mb82gdHLqRg4oYtP7V&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=The Nine Bed & Restaurant","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"260","ChIJp0ALJ-904zARem3ceYr6oro","Royal Nine","268/1 ถ. แม่น้ำแคว ตำบล บ้านใต้ Kanchanaburi City กาญจนบุรี 71000 ประเทศไทย","061 767 5757","14.0372101","99.5162305","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJaWuBhNLwU2sewW4HZk_q2twg7DC7XfBqDOKgi_8M6JYGMDcn7Kdk-zRlYz-8b6oUWzmlfGkQjLwG-MxyG3s4Yh20GH2MYr4qI1B2e_0OHjHHHZ0q020OJlO6YT3146SyQtVaSon-8X5tkszuPWBUL5jtoXS0ShmViexo7eKb5LCqY7&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=Royal Nine","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"261","ChIJWYE3MzyI4zARe9drHShM6Sg","Le Bassin Erawan resort","ตำบล ท่ากระดาน อำเภอศรีสวัสดิ์ กาญจนบุรี 71250 ประเทศไทย","092 617 5111","14.3194954","99.2055758","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJYvUI5dsOxUaLjuup0JKVPIqqrS1jamXY8dx_gC7InRVpPkPYgz7WnxbALY6CpMF7sgAxp8uWR1eyRuJBUu3GvVHopDKU-R7YiKKGACyF6VI2FInDPY1CJu0Zw-Y9dtxcmMP_eEU723I62i2Msz7j_JgLmdRw528OeyizYQHfmKuBFD&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=Le Bassin Erawan resort","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"262","ChIJGSZFArt2IzERGgVIxXv2634","บ้านสวน รีสอร์ท","9V6P+92M ตำบล หนองนาคำ อำเภอเมืองอุดรธานี อุดรธานี 41000 ประเทศไทย","056 546 301","17.3609606","102.8850336","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJaZ6lwFqvc6xfkaD3-yFZ7CUvDSAkYXhe1TRafvlelGVJTAQmEPPwmU4mY2t16gBjzZ2EFu5pGH-t7mrXUqmeG3ULLQPPv1slUvhWK13lGAzXSoNyBHWF3cCvw9j4ritQ0na_J9qTfIfKkj49rFrCCLclwc9MkXf0RyFAI1cMH9cFJI&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=บ้านสวน รีสอร์ท","http://www.bansuan-resort.com/","2024-03-21","ไม่มีข้อมูล","admin","3"
"263","ChIJkTB-Td9_4zARytaD7BtFHSg","แฮปปี้เนส รีสอร์ท กาญจนบุรี","10/13 ลุ่มสุ่ม ตำบล ลุ่มสุ่ม อำเภอไทรโยค กาญจนบุรี 71150 ประเทศไทย","089 663 4407","14.0812064","99.1902834","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJY-lKIsxjTdrh84PHgonHDYDYhV58MUlmyuleVryaCep12yOUIwLU5pgCKYo51xjOICYFeDC65TVmV-HWd5bMjHeLOYzOQPUF9QODfDxjX0wgorhj-ZEBW_hJrz5xDQu7tM1UBnn4hccUtbUffQzmRromL2FgPHtb4t7KEFko1R9PDh&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=แฮปปี้เนส รีสอร์ท กาญจนบุรี","http://www.happiness-resort.com/","2024-03-21","ไม่มีข้อมูล","admin","3"
"264","ChIJ55y32_2J4zAR56P6uoMpKqY","บ้านอาปา เอราวัณ BAANAPA ERAWAN","Unnamed Road, 8648+WC3 ตำบล ช่องสะเดา อำเภอเมืองกาญจนบุรี กาญจนบุรี 71190 ประเทศไทย","089 242 0888","14.3072629","99.2160357","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJYnU2EnRpAv3o9iPjpETBfhlnJMgqbQaTkAI-XSrfZzZoVsmqhTWn6PkjBVmIrz0GUAAiCIKZ79-DZes1uHzsw_YGI6OtiVafDiJT9dgyOPWlPdRbXIP3sc8HeSWJpuYuVvMS44h-zAVd8kENXwQ115EGG7jVIGXuYzPhNUJMJ9URqi&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=บ้านอาปา เอราวัณ BAANAPA ERAWAN","https://www.facebook.com/baanapa.erawan","2024-03-21","ไม่มีข้อมูล","admin","3"
"265","ChIJK1ukPrt04zARLg2cw0JbPt0","Nita Raft House or Nita Guest House","27, 1 ถนน ปากแพรก ตำบล บ้านใต้ อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000 ประเทศไทย","034 514 521","14.0176268","99.5301129","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZiHCi6mXzVvC6h9YfRHE6zThjH4pqFpvazMT_PX7kfh_eROiBMWA-8Nj_prLOLnyism3kiLto2ExC-_bKpmunPFh3JeS7JtSObgCzVztkm1vWYgh_Kuxukhwk_s7duN-2Vuvz41d4oFA7Xu1BmYNktv_lcvQVm6Xh5hYGTzanplU8-&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=Nita Raft House or Nita Guest House","https://m.facebook.com/nitarafthouse95/","2024-03-21","ไม่มีข้อมูล","admin","3"
"266","ChIJs_M2RZd75DAR_ZnLiqIoUGE","ไทรโยคน้อย บลูเมาท์เท่น รีสอร์ท","3/2 Saengchuto Road, ตำบล ท่าเสา อำเภอไทรโยค กาญจนบุรี 71150 ประเทศไทย","087 803 9326","14.2325221","99.0619762","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbXUrMcHPn8GJGksiM907xgu5hNeV2AFT639ZH6TdOIqliWDNDRYrF7AyQOIe1ZZlfZ1sQbSVhneHFjSItT9plRTFkRYdbJb2jITfJIq2_iYz499XtfRSY8EU9mXp_t8nzhMHdvO62JfqImT7FdEehVuFsax0_ITiVxI2y_KksNmB-j&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=ไทรโยคน้อย บลูเมาท์เท่น รีสอร์ท","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"267","ChIJhRzN7cSVGTERQSarF06kmIg","Ploy Resort","ตำบล ในเมือง อำเภอเมืองบุรีรัมย์ บุรีรัมย์ 31000 ประเทศไทย","044 611 554","15.0002746","103.0971388","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJY3nL6bc75ua0lYYvp98mskTZ1EPiWuiBZh2WnfBn8QMpf1LzN05K-fZmwFs8c3cGUhnVkqf3KR82XBz3tOh7B-8Bkeb_Zs7MfyTk40rrjok7xDuCU6-f5oKp_a15pKLqCZHUiGN4aVNV9WxV4AoGXwHi-5DYHPWA0j8_bh02VZKDR0&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=Ploy Resort","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"268","ChIJ2U2BTpOJ4zAR-A-m65wXGMU","ภู-นภัทร รีสอร์ท กาญจนบุรี Phu-naphat Resort Kanchanaburi","306 ตำบล ท่ากระดาน อำเภอศรีสวัสดิ์ กาญจนบุรี 71250 ประเทศไทย","099 119 1192","14.3328704","99.1938781","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbY181_mE59kOPv2wwmRlKIUgNx9OwbPl7yi88BSWhJVoaloes1PtDd6krZyQpQUGjk8TwX54v_VUCnQ0KEbjGcYyM-oLkaldfUog9ZMhPEkBPH3GzirmWBf0ap3T1Hc972MUSy8ED7qQK1bGSmS-JwMYBlyX-xZhUfFvmAf4aqEokF&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=ภู-นภัทร รีสอร์ท กาญจนบุรี Phu-naphat Resort Kanchanaburi","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"269","ChIJlWTX1CGB4zARIRUBJepPb_0","La Foresta Kanchanaburi By The River Lodge","หมุ่2, 299 1, ตำบล วังด้ง อำเภอเมืองกาญจนบุรี กาญจนบุรี 71190 ประเทศไทย","090 321 6555","14.1877335","99.2558721","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJYk2EaeX7Zv_kHjObtROrL4y6pKGmX0CWHMmFabqODRTqN1SP3pHJPuSTDFVAESYXo0raZUt3jf4V-dWYbMxa4TTPyMGkzybIKAeYr8E9jK4ngHr-P3MaRkjNkuNiaUxm5yOa8k1wpbdHlRNzGllVQUkCqZX7pEtYTAfp-eBXi0qtCa&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=La Foresta Kanchanaburi By The River Lodge","https://laforestaresort.com/","2024-03-21","ไม่มีข้อมูล","admin","3"
"270","ChIJgTm79I6E4zARriyn4o0nWzU","Chaleena Homestay","687J+292 ตำบล วังด้ง อำเภอเมืองกาญจนบุรี กาญจนบุรี 71190 ประเทศไทย","ไม่ทราบ","14.2125167","99.3309054","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJblx00g52Bm4AcIPRF6yh4C9hED4ILmupmZ6dylM71cMj0-yH0eSQE3v6LecS_DpiFTeTnOv6kzUA9V0b2wW3MUoQaBEu2mGK08oTPBRcykrgEIxf8lh6kW5sX6kiskufJTQW8PFXcg8Pxzu4OmNxfP_LnPObAVv-3t1KYApqOw0RbR&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=Chaleena Homestay","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"271","ChIJBceckYQN4zARNOGV6_y9xAo","北碧之恋 Love In Kan เลิฟ​ อิน​ กาญจ​น์","1122/10 ม. 5 ซ. หนามแดง​ ต.ท่าม่วง​ อ.ท่าม่วง ท่าม่วง, ตำบล ท่าม่วง อำเภอท่าม่วง กาญจนบุรี 71000 ประเทศไทย","096 850 7293","13.9747221","99.6238639","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbJyPtEw3AE33BxFFl8_Zkb5L7JGH2dwlSqR0isAPdGggK3g_EIZYneUe6jvP738UTE0Cq2lAR53MMDSP6t1MmgMjuy6bBtk9mhUhH9f1RlOqcNl1o-I60zkVOo6bDEpBuwmnaPrsF1AVGgI_hB3xBRSaMWY1pUcM8_tzsYutPiqMY4&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=北碧之恋 Love In Kan เลิฟ​ อิน​ กาญจ​น์","https://www.booking.com/hotel/th/love-in-kan-ta-man.zh-cn.html?label=gen173nr-1BCAso3QFCEmxvdmUtaW4ta2FuLXRhLW1hbkgzWARo3QGIAQGYASu4ARjIAQzYAQHoAQGIAgGoAgS4At6f9qYGwAIB0gIkN2NmZDNkOGYtMjczMC00ZTUwLTg2NTQtYmZkYWY1ODNkYjE22AIF4AIB&sid=b292aab8ccf7812e3a38b7f5e4487732&dist=0&keep_landing=1&sb_price_type=total&type=total&","2024-03-21","ไม่มีข้อมูล","admin","3"
"272","ChIJCzD_btaD4zARXNcYO0UDppU","บ้านรักษ์ไม้ Resort & Cafe","158 moo7 ตำบล วังด้ง อำเภอเมืองกาญจนบุรี กาญจนบุรี 71190 ประเทศไทย","085 449 3600","14.1814554","99.3688639","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJa3HzfuCJQMFfej7ZRXKSsyeinR797njtYEugrlZDu1DMDOU1lfCvbuZMTCLTBWolrQdKjR4iFiG3ZESVzmksfl6Z-ZUZOuXZFOcPJHcrD4iMfCHa9GJenyFSFXt45usNI6THSKiHvUromkyJYZDAu1QS7boAzUpt1lXHNDy3x0UmrR&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=บ้านรักษ์ไม้ Resort & Cafe","https://www.facebook.com/pages/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C%E0%B9%84%E0%B8%A1%E0%B9%89/208163969669477","2024-03-21","ไม่มีข้อมูล","admin","3"
"273","ChIJlcomMnBz4zARsac4OeHLgdA","The Chill River Khwae Resort","XF78+M5W 88 ตำบล หนองหญ้า อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000 ประเทศไทย","ไม่ทราบ","13.9642335","99.4654489","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbHieKbtpzCJUuNjxb3iZXMvWEjixNXQy8rpe5iq_OEYRlG2TDLdMfg2k1-ApkpY7DRDNE1aGlE9_1A7jg4mS_QLE8xyptyFQ0kP5Xz0oNl5BxJk5nJvk-tYsIncHpybWeITQHm-3MOAOeCAi1rQ7YMX8LF6eB0-443WCDyQ_wF_6pX&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=The Chill River Khwae Resort","http://www.facebook.com/TheChillRiverKwai","2024-03-21","ไม่มีข้อมูล","admin","3"
"274","ChIJVVVVVRVx4zAR65p0q5a78d8","Island Resort River Khwae","155/1 Moo 1 Latya Wangdong Ampur Muang Kanchanaburi 71190 ประเทศไทย","034 589 818","14.11356","99.394962","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJZHU_WHTdjf2hLArgdafyVnGHk4E3PAHArbRS8gpBeKIfdMTSpBk4l4CL3uretO8wjMnD2EIjyz24rLw23T4UWROehRf-72lIblf8MwSY7ZdqttngVUkkn7CyN4rFS7bfJpnedMrQvSl9GuqjQrqckfAlYhE-68MalQHxU7DmA-cpOb&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=Island Resort River Khwae","ไม่ทราบ","2024-03-21","ไม่มีข้อมูล","admin","3"
"275","ChIJS1lCLNh35DARWutB27YeNiw","แพริมน้ำตายาย กาญจนบุรี","952G+H66 ตำบล ท่ากระดาน อำเภอศรีสวัสดิ์ กาญจนบุรี 71250 ประเทศไทย","086 172 6632","14.351405","99.1755213","https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=ATplDJbyRvnxYl97Q17TTn2TkM0SMZPT2hei4ugE13zXZVI9yn64YIZYOvm8Ad0AtRpd-E0jhpIF-19jD7jDm3bQXlSk-u1wxGD10WthxeSQHV4RwAXZEXxsjq3HcDy43MYFHuBubpNrwgRg2CmL79YDDJX1RybB3PqClrwJKqKw53ncuS__&key=AIzaSyBbGf_oYjI5qoewIZi4dp5JXvij6Ml4kVg","https://www.google.com/maps/search/?api=1&query=แพริมน้ำตายาย กาญจนบุรี","https://www.facebook.com/Phornthip0901/","2024-03-21","ไม่มีข้อมูล","admin","3"
